Date,Start Time,End Time,Duration (min),From,To,KM,Trip Type,Purpose,Claim (ZAR),Month
2021-01-05,2021-01-05 13:56:21,2021-01-05 14:07:46,11.4,"-26.1173, 27.8386","-26.1194, 27.8181",2.41,Business,Meeting,11.18,January
2021-01-05,2021-01-05 14:12:10,2021-01-05 14:28:53,16.7,"-26.1189, 27.8179","-26.0912, 27.7686",7.73,Business,Client Visit,35.87,January
2021-01-05,2021-01-05 14:43:10,2021-01-05 14:55:32,12.4,"-26.0888, 27.7708","-26.1257, 27.832",8.03,Business,Client Visit,37.26,January
2021-01-05,2021-01-05 17:42:52,2021-01-05 19:01:55,79.0,"-26.126, 27.832","-26.1173, 27.8386",1.17,Business,Meeting,5.43,January
2021-01-06,2021-01-06 06:29:37,2021-01-06 07:15:33,45.9,"-26.1173, 27.8386","-26.0986, 28.0006",17.85,Business,General Travel,82.82,January
2021-01-06,2021-01-06 12:40:26,2021-01-06 12:44:49,4.4,"-26.0973, 28.0015","-26.0839, 28.0082",1.7,Business,Meeting,7.89,January
2021-01-06,2021-01-06 12:50:46,2021-01-06 12:55:26,4.7,"-26.0832, 28.0086","-26.0988, 28.0004",1.94,Business,Meeting,9.0,January
2021-01-06,2021-01-06 16:19:14,2021-01-06 16:23:08,3.9,"-26.0979, 28.0013","-26.0927, 27.9858",2.03,Business,Meeting,9.42,January
2021-01-06,2021-01-06 16:27:31,2021-01-06 16:57:01,29.5,"-26.093, 27.9845","-26.1177, 27.8386",17.49,Business,Client Visit,81.15,January
2021-01-07,2021-01-07 06:40:00,2021-01-07 07:07:15,27.2,"-26.1173, 27.8386","-26.0976, 28.0015",18.79,Business,General Travel,87.19,January
2021-01-07,2021-01-07 16:19:21,2021-01-07 16:33:39,14.3,"-26.0987, 28.0005","-26.0919, 27.9884",1.78,Business,Meeting,8.26,January
2021-01-07,2021-01-07 16:40:53,2021-01-07 17:26:48,45.9,"-26.0932, 27.9842","-26.1173, 27.8385",17.83,Business,Client Visit,82.73,January
2021-01-08,2021-01-08 06:55:23,2021-01-08 07:58:34,63.2,"-26.1173, 27.8385","-25.79, 28.2783",66.8,Business,Long Distance,309.95,January
2021-01-08,2021-01-08 08:15:37,2021-01-08 08:41:35,26.0,"-25.7904, 28.2789","-25.7176, 28.3267",10.03,Business,Meeting,46.54,January
2021-01-08,2021-01-08 08:54:02,2021-01-08 09:20:36,26.6,"-25.7176, 28.3267","-25.77, 28.257",9.1,Business,Meeting,42.22,January
2021-01-08,2021-01-08 09:58:31,2021-01-08 11:26:11,87.7,"-25.7704, 28.2574","-25.7511, 28.2235",10.14,Business,Client Visit,47.05,January
2021-01-08,2021-01-08 12:09:28,2021-01-08 12:36:59,27.5,"-25.7511, 28.2235","-25.7896, 28.2786",7.65,Business,Client Visit,35.5,January
2021-01-08,2021-01-08 14:56:58,2021-01-08 16:05:45,68.8,"-25.7904, 28.2788","-26.1173, 27.8386",59.7,Business,Client Visit,277.01,January
2021-01-09,2021-01-09 14:53:15,2021-01-09 15:12:41,19.4,"-26.1173, 27.8386","-26.126, 27.8319",1.17,Business,Meeting,5.43,January
2021-01-09,2021-01-09 16:30:38,2021-01-09 16:56:34,25.9,"-26.1262, 27.8323","-26.1173, 27.8386",1.17,Business,Meeting,5.43,January
2021-01-11,2021-01-11 06:46:00,2021-01-11 07:23:56,37.9,"-26.1173, 27.8386","-26.0987, 28.0005",18.45,Business,General Travel,85.61,January
2021-01-11,2021-01-11 16:20:21,2021-01-11 17:34:42,74.3,"-26.0972, 28.0015","-26.1173, 27.8385",19.05,Business,Client Visit,88.39,January
2021-01-12,2021-01-12 06:44:09,2021-01-12 07:21:12,37.0,"-26.1173, 27.8386","-26.0992, 28.0012",17.44,Business,General Travel,80.92,January
2021-01-12,2021-01-12 16:52:47,2021-01-12 18:34:22,101.6,"-26.0924, 28.003","-26.1173, 27.8385",28.15,Business,Client Visit,130.62,January
2021-01-13,2021-01-13 06:46:33,2021-01-13 07:26:12,39.6,"-26.1175, 27.8409","-26.0987, 28.0005",18.79,Business,General Travel,87.19,January
2021-01-13,2021-01-13 16:26:45,2021-01-13 17:14:36,47.9,"-26.0988, 28.0004","-26.1173, 27.8386",19.48,Business,Client Visit,90.39,January
2021-01-14,2021-01-14 06:52:28,2021-01-14 07:56:51,64.4,"-26.1173, 27.8385","-25.7896, 28.2777",66.4,Business,Long Distance,308.1,January
2021-01-14,2021-01-14 08:38:02,2021-01-14 09:34:37,56.6,"-25.7896, 28.2786","-25.7897, 28.2786",6.12,Business,Meeting,28.4,January
2021-01-14,2021-01-14 13:34:41,2021-01-14 14:35:27,60.8,"-25.7898, 28.2787","-26.1576, 28.2216",43.06,Business,Client Visit,199.8,January
2021-01-14,2021-01-14 14:53:28,2021-01-14 16:09:20,75.9,"-26.1564, 28.2201","-26.1173, 27.8386",49.05,Business,Client Visit,227.59,January
2021-01-15,2021-01-15 06:45:52,2021-01-15 07:27:53,42.0,"-26.1173, 27.8387","-26.0987, 28.0005",17.42,Business,General Travel,80.83,January
2021-01-15,2021-01-15 16:19:54,2021-01-15 17:49:37,89.7,"-26.0988, 28.0008","-26.1173, 27.8386",17.16,Business,Client Visit,79.62,January
2021-01-16,2021-01-16 17:08:09,2021-01-16 18:37:38,89.5,"-26.1173, 27.8386","-26.1173, 27.8386",2.02,Business,Meeting,9.37,January
2021-01-17,2021-01-17 11:50:57,2021-01-17 12:19:24,28.4,"-26.1177, 27.8386","-26.1286, 27.9051",6.75,Business,Client Visit,31.32,January
2021-01-17,2021-01-17 12:29:01,2021-01-17 13:35:19,66.3,"-26.1287, 27.905","-26.1173, 27.8385",6.75,Business,Client Visit,31.32,January
2021-01-18,2021-01-18 06:43:06,2021-01-18 07:16:00,32.9,"-26.1211, 27.846","-26.0995, 28.0005",16.39,Business,General Travel,76.05,January
2021-01-18,2021-01-18 16:11:22,2021-01-18 17:21:04,69.7,"-26.0987, 28.0006","-26.1173, 27.8386",16.63,Business,Client Visit,77.16,January
2021-01-19,2021-01-19 06:46:16,2021-01-19 07:31:59,45.7,"-26.1174, 27.8411","-26.0987, 28.0005",16.67,Business,General Travel,77.35,January
2021-01-19,2021-01-19 16:28:09,2021-01-19 17:16:02,47.9,"-26.0984, 28.0012","-26.1173, 27.8386",16.37,Business,Client Visit,75.96,January
2021-01-20,2021-01-20 06:35:14,2021-01-20 07:19:18,44.1,"-26.1173, 27.8386","-26.0991, 28.0009",18.29,Business,General Travel,84.87,January
2021-01-20,2021-01-20 16:34:57,2021-01-20 17:24:35,49.6,"-26.099, 28.0014","-26.1182, 27.8386",17.18,Business,Client Visit,79.72,January
2021-01-21,2021-01-21 06:30:53,2021-01-21 07:07:32,36.6,"-26.1173, 27.8385","-26.0987, 28.0003",16.28,Business,General Travel,75.54,January
2021-01-21,2021-01-21 12:53:01,2021-01-21 14:35:59,103.0,"-26.0989, 28.0004","-26.0987, 28.0005",1.49,Business,Meeting,6.91,January
2021-01-21,2021-01-21 16:07:56,2021-01-21 18:08:16,120.3,"-26.0987, 28.0005","-26.1173, 27.8385",16.31,Business,Client Visit,75.68,January
2021-01-22,2021-01-22 05:59:05,2021-01-22 07:26:14,87.2,"-26.1173, 27.8386","-26.0989, 28.0003",16.27,Business,General Travel,75.49,January
2021-01-22,2021-01-22 07:36:46,2021-01-22 08:36:27,59.7,"-26.0988, 28.0005","-25.7897, 28.2786",46.18,Business,Long Distance,214.28,January
2021-01-22,2021-01-22 14:25:47,2021-01-22 15:46:09,80.4,"-25.7896, 28.2786","-26.1173, 27.8384",59.6,Business,Client Visit,276.54,January
2021-01-25,2021-01-25 06:32:23,2021-01-25 07:36:24,64.0,"-26.1173, 27.8385","-26.0987, 28.0005",16.31,Business,General Travel,75.68,January
2021-01-25,2021-01-25 16:28:26,2021-01-25 18:08:44,100.3,"-26.0987, 28.0005","-26.1173, 27.8385",16.32,Business,Client Visit,75.72,January
2021-01-26,2021-01-26 06:40:13,2021-01-26 07:28:37,48.4,"-26.1173, 27.8386","-26.0987, 28.0005",17.08,Business,General Travel,79.25,January
2021-01-26,2021-01-26 16:48:44,2021-01-26 17:34:01,45.3,"-26.0987, 28.0005","-26.1173, 27.8384",16.71,Business,Client Visit,77.53,January
2021-01-27,2021-01-27 06:41:39,2021-01-27 07:28:20,46.7,"-26.1173, 27.8386","-26.0987, 28.0005",18.59,Business,General Travel,86.26,January
2021-01-27,2021-01-27 16:23:04,2021-01-27 17:45:38,82.6,"-26.0987, 28.0005","-26.1173, 27.8386",16.3,Business,Client Visit,75.63,January
2021-01-28,2021-01-28 06:53:09,2021-01-28 07:27:01,33.9,"-26.1173, 27.8395","-26.0987, 28.0005",16.33,Business,General Travel,75.77,January
2021-01-28,2021-01-28 16:30:31,2021-01-28 17:31:15,60.7,"-26.0987, 28.0006","-26.1173, 27.8384",16.45,Business,Client Visit,76.33,January
2021-01-28,2021-01-28 18:06:34,2021-01-28 19:46:39,100.1,"-26.1173, 27.8385","-26.1173, 27.8386",20.98,Business,Long Distance,97.35,January
2021-01-29,2021-01-29 06:40:18,2021-01-29 09:20:45,160.4,"-26.1173, 27.8386","-25.7897, 28.2786",60.04,Business,Long Distance,278.59,January
2021-01-29,2021-01-29 12:06:39,2021-01-29 12:53:10,46.5,"-25.7897, 28.2776","-26.0085, 27.9962",44.88,Business,Client Visit,208.24,January
2021-01-29,2021-01-29 14:40:49,2021-01-29 15:16:49,36.0,"-26.008, 27.9959","-26.1321, 27.9009",18.57,Business,Client Visit,86.16,January
2021-01-29,2021-01-29 15:24:58,2021-01-29 16:06:39,41.7,"-26.1324, 27.9006","-26.1173, 27.8385",6.74,Business,Client Visit,31.27,January
2021-01-30,2021-01-30 10:51:21,2021-01-30 10:59:16,7.9,"-26.1173, 27.8384","-26.1298, 27.849",1.75,Business,Meeting,8.12,January
2021-01-30,2021-01-30 11:27:35,2021-01-30 11:37:42,10.1,"-26.1304, 27.8497","-26.1173, 27.8385",1.95,Business,Meeting,9.05,January
2021-01-31,2021-01-31 12:53:39,2021-01-31 12:59:09,5.5,"-26.1173, 27.8386","-26.1261, 27.8467",1.33,Business,Meeting,6.17,January
2021-01-31,2021-01-31 13:37:37,2021-01-31 14:02:28,24.9,"-26.1263, 27.8472","-26.1173, 27.8386",1.32,Business,Meeting,6.12,January
2021-02-01,2021-02-01 06:49:36,2021-02-01 07:27:45,38.1,"-26.1173, 27.8386","-26.0983, 28.0007",17.15,Business,General Travel,79.58,February
2021-02-01,2021-02-01 16:30:32,2021-02-01 17:24:54,54.4,"-26.0988, 28.0003","-26.1173, 27.8386",18.88,Business,Client Visit,87.6,February
2021-02-02,2021-02-02 07:21:55,2021-02-02 08:14:35,52.7,"-26.1175, 27.8384","-26.1128, 28.0203",21.51,Business,Long Distance,99.81,February
2021-02-02,2021-02-02 08:37:03,2021-02-02 08:54:09,17.1,"-26.113, 28.0206","-26.082, 28.0091",4.43,Business,Meeting,20.56,February
2021-02-02,2021-02-02 09:09:21,2021-02-02 10:07:48,58.5,"-26.0823, 28.0093","-26.2347, 28.0919",28.06,Business,Client Visit,130.2,February
2021-02-02,2021-02-02 11:04:31,2021-02-02 11:07:22,2.9,"-26.2347, 28.0918","-26.2416, 28.1012",1.26,Business,Meeting,5.85,February
2021-02-02,2021-02-02 11:15:48,2021-02-02 12:08:07,52.3,"-26.2427, 28.1006","-25.7907, 28.2792",61.22,Business,Client Visit,284.06,February
2021-02-02,2021-02-02 17:33:48,2021-02-02 18:24:06,50.3,"-25.7894, 28.2788","-26.1177, 27.8386",60.5,Business,Client Visit,280.72,February
2021-02-03,2021-02-03 06:47:35,2021-02-03 07:22:08,34.5,"-26.1172, 27.8384","-26.0988, 28.0007",16.8,Business,General Travel,77.95,February
2021-02-03,2021-02-03 16:28:13,2021-02-03 17:13:37,45.4,"-26.0987, 28.0005","-26.1173, 27.8385",16.94,Business,Client Visit,78.6,February
2021-02-04,2021-02-04 06:57:37,2021-02-04 07:36:23,38.8,"-26.1176, 27.8392","-26.0987, 28.0005",16.84,Business,General Travel,78.14,February
2021-02-04,2021-02-04 16:31:51,2021-02-04 16:50:48,18.9,"-26.0991, 28.0011","-26.1049, 27.9261",8.38,Business,Client Visit,38.88,February
2021-02-04,2021-02-04 17:01:09,2021-02-04 17:21:03,19.9,"-26.1043, 27.9267","-26.1176, 27.839",10.38,Business,Client Visit,48.16,February
2021-02-04,2021-02-04 17:41:22,2021-02-04 17:53:38,12.3,"-26.1173, 27.8385","-26.1131, 27.8345",2.93,Business,Meeting,13.6,February
2021-02-04,2021-02-04 18:05:47,2021-02-04 19:01:14,55.5,"-26.1131, 27.8345","-26.2087, 28.0303",22.64,Business,Long Distance,105.05,February
2021-02-04,2021-02-04 19:15:27,2021-02-04 20:32:01,76.6,"-26.2087, 28.0303","-26.1177, 27.8387",22.41,Business,Long Distance,103.98,February
2021-02-05,2021-02-05 06:50:45,2021-02-05 07:25:26,34.7,"-26.1173, 27.8386","-26.0988, 28.0004",16.86,Business,General Travel,78.23,February
2021-02-05,2021-02-05 15:22:21,2021-02-05 16:01:23,39.0,"-26.0993, 28.0013","-26.1173, 27.8386",16.71,Business,Client Visit,77.53,February
2021-02-08,2021-02-08 06:48:05,2021-02-08 07:21:40,33.6,"-26.118, 27.839","-26.098, 28.0014",16.64,Business,General Travel,77.21,February
2021-02-08,2021-02-08 16:29:58,2021-02-08 17:52:41,82.7,"-26.0987, 28.0005","-26.1173, 27.8386",16.3,Business,Client Visit,75.63,February
2021-02-09,2021-02-09 06:41:43,2021-02-09 07:44:59,63.3,"-26.1173, 27.8386","-26.0987, 28.0005",16.3,Business,General Travel,75.63,February
2021-02-09,2021-02-09 16:10:36,2021-02-09 17:05:37,55.0,"-26.0987, 28.0005","-26.1179, 27.8387",19.32,Business,Client Visit,89.64,February
2021-02-10,2021-02-10 06:44:37,2021-02-10 07:32:27,47.8,"-26.1173, 27.8386","-26.0987, 28.0005",16.59,Business,General Travel,76.98,February
2021-02-10,2021-02-10 16:32:09,2021-02-10 17:51:15,79.1,"-26.0988, 28.0004","-26.1174, 27.8383",20.66,Business,Client Visit,95.86,February
2021-02-10,2021-02-10 19:13:01,2021-02-10 19:46:16,33.2,"-26.1242, 27.8744","-26.1173, 27.8385",3.66,Business,Local Travel,16.98,February
2021-02-11,2021-02-11 06:47:37,2021-02-11 07:28:16,40.6,"-26.1173, 27.8385","-26.0987, 28.0005",16.63,Business,General Travel,77.16,February
2021-02-11,2021-02-11 16:32:17,2021-02-11 18:12:33,100.3,"-26.0988, 28.0003","-26.1175, 27.8384",18.85,Business,Client Visit,87.46,February
2021-02-12,2021-02-12 06:43:19,2021-02-12 07:58:51,75.5,"-26.1173, 27.8385","-25.7187, 28.3014",64.93,Business,Long Distance,301.28,February
2021-02-12,2021-02-12 08:16:09,2021-02-12 08:51:37,35.5,"-25.7181, 28.301","-25.7215, 28.1632",14.01,Business,Meeting,65.01,February
2021-02-12,2021-02-12 11:30:04,2021-02-12 14:17:09,167.1,"-25.7213, 28.1626","-26.1173, 27.8385",60.84,Business,Client Visit,282.3,February
2021-02-13,2021-02-13 12:09:55,2021-02-13 12:18:26,8.5,"-26.1173, 27.8385","-26.1261, 27.8471",1.3,Business,Meeting,6.03,February
2021-02-13,2021-02-13 12:21:02,2021-02-13 12:41:44,20.7,"-26.1263, 27.8474","-26.1173, 27.8385",1.34,Business,Meeting,6.22,February
2021-02-14,2021-02-14 14:07:36,2021-02-14 14:37:16,29.7,"-26.1173, 27.8385","-26.0866, 27.8158",5.05,Business,Client Visit,23.43,February
2021-02-14,2021-02-14 14:42:43,2021-02-14 15:32:25,49.7,"-26.0873, 27.8162","-26.1173, 27.8385",4.01,Business,Meeting,18.61,February
2021-02-15,2021-02-15 06:31:34,2021-02-15 07:30:14,58.7,"-26.1174, 27.8384","-26.0987, 28.0005",16.72,Business,General Travel,77.58,February
2021-02-15,2021-02-15 16:30:37,2021-02-15 17:56:09,85.5,"-26.0988, 28.0008","-26.1173, 27.8385",17.61,Business,Client Visit,81.71,February
2021-02-16,2021-02-16 06:05:15,2021-02-16 07:34:19,89.1,"-26.1173, 27.8385","-26.0988, 28.0007",17.92,Business,General Travel,83.15,February
2021-02-16,2021-02-16 16:45:32,2021-02-16 17:25:51,40.3,"-26.0992, 28.0013","-26.1173, 27.8385",17.73,Business,Client Visit,82.27,February
2021-02-16,2021-02-16 17:53:02,2021-02-16 18:48:11,55.1,"-26.1173, 27.8385","-26.1173, 27.8385",8.84,Business,Client Visit,41.02,February
2021-02-17,2021-02-17 06:29:01,2021-02-17 07:08:44,39.7,"-26.1173, 27.8385","-26.0987, 28.0004",16.3,Business,General Travel,75.63,February
2021-02-17,2021-02-17 16:51:56,2021-02-17 17:33:24,41.5,"-26.0922, 28.0029","-26.1173, 27.8385",16.83,Business,Client Visit,78.09,February
2021-02-17,2021-02-17 18:36:32,2021-02-17 18:50:04,13.5,"-26.1181, 27.8386","-26.1197, 27.9038",8.06,Business,General Travel,37.4,February
2021-02-17,2021-02-17 18:55:58,2021-02-17 19:40:06,44.1,"-26.1201, 27.9042","-26.1175, 27.8384",6.58,Business,General Travel,30.53,February
2021-02-18,2021-02-18 06:35:30,2021-02-18 07:30:12,54.7,"-26.1226, 27.8635","-26.0987, 28.0005",14.69,Business,General Travel,68.16,February
2021-02-18,2021-02-18 16:32:04,2021-02-18 17:30:24,58.3,"-26.0989, 28.0007","-26.1173, 27.8385",16.81,Business,Client Visit,78.0,February
2021-02-18,2021-02-18 17:38:48,2021-02-18 19:25:44,106.9,"-26.1173, 27.8385","-26.1173, 27.8385",1.68,Business,Meeting,7.8,February
2021-02-19,2021-02-19 06:31:29,2021-02-19 06:35:49,4.3,"-26.1177, 27.8386","-26.1256, 27.8319",1.36,Business,Local Travel,6.31,February
2021-02-19,2021-02-19 06:41:51,2021-02-19 07:37:20,55.5,"-26.126, 27.8319","-26.0988, 28.0002",17.67,Business,General Travel,81.99,February
2021-02-19,2021-02-19 14:19:32,2021-02-19 14:27:46,8.2,"-26.0988, 28.0007","-26.1056, 27.9837",1.86,Business,Meeting,8.63,February
2021-02-19,2021-02-19 14:48:55,2021-02-19 15:05:22,16.4,"-26.1047, 27.9829","-26.1177, 27.9565",3.0,Business,Meeting,13.92,February
2021-02-19,2021-02-19 15:18:45,2021-02-19 16:11:01,52.3,"-26.1177, 27.9565","-26.1174, 27.8383",12.3,Business,Client Visit,57.07,February
2021-02-22,2021-02-22 06:08:31,2021-02-22 07:10:10,61.6,"-26.1173, 27.8385","-26.0987, 28.0005",16.3,Business,General Travel,75.63,February
2021-02-22,2021-02-22 15:59:57,2021-02-22 18:13:58,134.0,"-26.0987, 28.0005","-26.1173, 27.8385",16.31,Business,Client Visit,75.68,February
2021-02-23,2021-02-23 06:27:09,2021-02-23 07:01:30,34.4,"-26.1173, 27.8385","-26.0987, 28.0005",16.3,Business,General Travel,75.63,February
2021-02-23,2021-02-23 17:17:37,2021-02-23 18:27:09,69.5,"-26.0988, 28.0007","-26.1173, 27.8385",18.32,Business,Client Visit,85.0,February
2021-02-24,2021-02-24 06:32:34,2021-02-24 07:14:23,41.8,"-26.1173, 27.8385","-26.0987, 28.0005",16.3,Business,General Travel,75.63,February
2021-02-24,2021-02-24 16:00:00,2021-02-24 17:20:54,80.9,"-26.0987, 28.0005","-26.1173, 27.8385",16.3,Business,Client Visit,75.63,February
2021-02-25,2021-02-25 06:29:18,2021-02-25 07:35:42,66.4,"-26.1177, 27.8386","-25.7897, 28.2786",59.77,Business,Long Distance,277.33,February
2021-02-25,2021-02-25 12:12:12,2021-02-25 12:58:36,46.4,"-25.7897, 28.2786","-25.7512, 28.2236",6.98,Business,Client Visit,32.39,February
2021-02-25,2021-02-25 13:08:31,2021-02-25 14:04:50,56.3,"-25.7512, 28.2235","-26.0911, 28.0372",42.61,Business,Client Visit,197.71,February
2021-02-25,2021-02-25 15:14:49,2021-02-25 16:18:49,64.0,"-26.091, 28.036","-26.1173, 27.8385",23.48,Business,Client Visit,108.95,February
2021-02-26,2021-02-26 06:36:41,2021-02-26 07:15:18,38.6,"-26.1173, 27.8385","-26.0987, 28.0005",16.3,Business,General Travel,75.63,February
2021-02-26,2021-02-26 16:24:19,2021-02-26 16:50:45,26.4,"-26.0988, 28.0007","-26.1038, 27.926",7.48,Business,Client Visit,34.71,February
2021-02-26,2021-02-26 17:40:18,2021-02-26 19:00:11,79.9,"-26.1041, 27.926","-26.1174, 27.8384",9.55,Business,Client Visit,44.31,February
2021-03-11,2021-03-11 15:54:59,2021-03-11 16:06:24,11.4,"-26.1175, 27.8384","-26.1258, 27.847",2.57,Business,Meeting,11.92,March
2021-03-11,2021-03-11 16:29:49,2021-03-11 16:35:54,6.1,"-26.126, 27.8472","-26.1137, 27.835",1.85,Business,Meeting,8.58,March
2021-03-11,2021-03-11 19:45:47,2021-03-11 19:55:57,10.2,"-26.1176, 27.8385","-26.1241, 27.8257",1.82,Business,Local Travel,8.44,March
2021-03-12,2021-03-12 07:36:31,2021-03-12 07:53:06,16.6,"-26.1238, 27.8255","-26.1483, 27.8637",6.07,Business,General Travel,28.16,March
2021-03-12,2021-03-12 08:01:12,2021-03-12 08:40:17,39.1,"-26.1486, 27.864","-26.1175, 27.8385",4.29,Business,Meeting,19.91,March
2021-03-12,2021-03-12 10:11:28,2021-03-12 10:18:08,6.7,"-26.1173, 27.8385","-26.1241, 27.8256",1.7,Business,Meeting,7.89,March
2021-03-12,2021-03-12 15:15:03,2021-03-12 16:22:26,67.4,"-26.1241, 27.8257","-26.1043, 27.9267",26.21,Business,Client Visit,121.61,March
2021-03-12,2021-03-12 16:28:31,2021-03-12 16:55:11,26.7,"-26.1045, 27.927","-26.1194, 27.8181",13.22,Business,Client Visit,61.34,March
2021-03-12,2021-03-12 17:56:10,2021-03-12 18:00:12,4.0,"-26.1241, 27.8257","-26.1177, 27.8385",1.46,Business,Meeting,6.77,March
2021-03-12,2021-03-12 18:10:24,2021-03-12 18:20:38,10.2,"-26.1177, 27.8385","-26.1242, 27.8256",2.19,Business,Local Travel,10.16,March
2021-03-13,2021-03-13 08:44:59,2021-03-13 09:04:49,19.8,"-26.1241, 27.8258","-26.1241, 27.8258",3.48,Business,Meeting,16.15,March
2021-03-13,2021-03-13 15:44:57,2021-03-13 16:13:39,28.7,"-26.1241, 27.8257","-26.1256, 27.8465",7.82,Business,Client Visit,36.28,March
2021-03-13,2021-03-13 16:21:46,2021-03-13 16:36:02,14.3,"-26.1248, 27.8468","-26.1241, 27.8256",3.96,Business,Meeting,18.37,March
2021-03-15,2021-03-15 07:08:19,2021-03-15 07:11:23,3.1,"-26.1242, 27.8256","-26.118, 27.839",1.75,Business,Local Travel,8.12,March
2021-03-15,2021-03-15 07:21:31,2021-03-15 07:51:49,30.3,"-26.1174, 27.8384","-26.1485, 27.8638",25.85,Business,Long Distance,119.94,March
2021-03-15,2021-03-15 08:38:38,2021-03-15 09:07:38,29.0,"-26.1486, 27.8639","-26.1239, 27.8255",34.11,Business,Meeting,158.27,March
2021-03-15,2021-03-15 17:20:07,2021-03-15 17:24:03,3.9,"-26.1241, 27.8258","-26.1175, 27.8385",1.68,Business,Meeting,7.8,March
2021-03-15,2021-03-15 18:21:34,2021-03-15 18:46:18,24.7,"-26.1175, 27.8385","-26.1241, 27.8256",5.1,Business,General Travel,23.66,March
2021-03-16,2021-03-16 07:45:48,2021-03-16 08:17:02,31.2,"-26.1242, 27.8258","-26.1629, 27.8679",7.03,Business,General Travel,32.62,March
2021-03-16,2021-03-16 08:36:30,2021-03-16 09:07:00,30.5,"-26.1629, 27.8679","-26.1242, 27.8257",6.77,Business,Meeting,31.41,March
2021-03-18,2021-03-18 10:40:53,2021-03-18 10:47:10,6.3,"-26.124, 27.8258","-26.1265, 27.8472",2.15,Business,Meeting,9.98,March
2021-03-18,2021-03-18 10:55:29,2021-03-18 11:28:01,32.5,"-26.1262, 27.847","-26.1241, 27.8258",18.75,Business,Client Visit,87.0,March
2021-03-18,2021-03-18 15:49:13,2021-03-18 15:57:32,8.3,"-26.1239, 27.8258","-26.1174, 27.8384",1.71,Business,Meeting,7.93,March
2021-03-18,2021-03-18 18:52:57,2021-03-18 18:59:03,6.1,"-26.1174, 27.8384","-26.124, 27.8256",1.56,Business,Local Travel,7.24,March
2021-03-19,2021-03-19 12:28:18,2021-03-19 12:43:42,15.4,"-26.1241, 27.8257","-26.1427, 27.8693",5.63,Business,Client Visit,26.12,March
2021-03-19,2021-03-19 12:50:00,2021-03-19 12:57:08,7.1,"-26.1437, 27.8686","-26.1261, 27.8466",2.94,Business,Meeting,13.64,March
2021-03-19,2021-03-19 13:17:35,2021-03-19 16:13:58,176.4,"-26.1248, 27.847","-26.1238, 27.8258",5.82,Business,Client Visit,27.0,March
2021-03-19,2021-03-19 19:09:34,2021-03-19 19:14:44,5.2,"-26.1236, 27.8252","-26.126, 27.8473",2.23,Business,Local Travel,10.35,March
2021-03-19,2021-03-19 19:20:50,2021-03-19 23:02:26,221.6,"-26.126, 27.8474","-26.1242, 27.8258",2.2,Business,Local Travel,10.21,March
2021-03-20,2021-03-20 14:05:26,2021-03-20 14:11:36,6.2,"-26.1241, 27.8255","-26.126, 27.8474",2.2,Business,Meeting,10.21,March
2021-03-20,2021-03-20 14:21:54,2021-03-20 14:29:52,8.0,"-26.1256, 27.8466","-26.113, 27.8347",1.83,Business,Meeting,8.49,March
2021-03-20,2021-03-20 21:24:55,2021-03-20 21:37:01,12.1,"-26.113, 27.8345","-26.124, 27.8254",2.29,Business,Local Travel,10.63,March
2021-03-21,2021-03-21 11:30:46,2021-03-21 11:34:52,4.1,"-26.1239, 27.8257","-26.1175, 27.8384",1.82,Business,Meeting,8.44,March
2021-03-21,2021-03-21 14:39:56,2021-03-21 14:48:31,8.6,"-26.1173, 27.8385","-26.1239, 27.8255",1.63,Business,Meeting,7.56,March
2021-03-22,2021-03-22 09:10:04,2021-03-22 09:16:14,6.2,"-26.1252, 27.8277","-26.1173, 27.8385",1.48,Business,Meeting,6.87,March
2021-03-22,2021-03-22 09:53:48,2021-03-22 09:57:51,4.0,"-26.1174, 27.8384","-26.1241, 27.8257",1.85,Business,Meeting,8.58,March
2021-03-22,2021-03-22 17:23:23,2021-03-22 17:29:32,6.2,"-26.124, 27.8258","-26.1173, 27.8385",1.62,Business,Meeting,7.52,March
2021-03-22,2021-03-22 17:44:01,2021-03-22 17:52:49,8.8,"-26.1173, 27.8385","-26.1242, 27.8258",1.68,Business,Meeting,7.8,March
2021-03-22,2021-03-22 18:17:19,2021-03-22 18:23:22,6.0,"-26.1242, 27.8258","-26.126, 27.8467",2.11,Business,Local Travel,9.79,March
2021-03-22,2021-03-22 18:29:37,2021-03-22 18:33:40,4.0,"-26.1262, 27.8474","-26.1241, 27.8255",2.2,Business,Local Travel,10.21,March
2021-03-23,2021-03-23 06:26:44,2021-03-23 07:11:55,45.2,"-26.1239, 27.8256","-26.0987, 28.0005",19.38,Business,General Travel,89.92,March
2021-03-23,2021-03-23 16:29:00,2021-03-23 17:09:27,40.5,"-26.0988, 28.0007","-26.1172, 27.8386",18.95,Business,Client Visit,87.93,March
2021-03-23,2021-03-23 17:37:33,2021-03-23 17:43:38,6.1,"-26.1174, 27.8384","-26.1241, 27.8256",1.48,Business,Meeting,6.87,March
2021-03-24,2021-03-24 05:47:02,2021-03-24 07:09:31,82.5,"-26.1241, 27.8266","-26.0987, 28.0005",18.82,Business,General Travel,87.32,March
2021-03-24,2021-03-24 16:41:54,2021-03-24 17:23:10,41.3,"-26.0937, 28.0022","-26.1241, 27.8257",18.19,Business,Client Visit,84.4,March
